ID,DATA,LABEL
TAM_HUAI_TR_095,பிறவழிகளுக்கு துர்நாற்றம்: எண்ணெய் பயன்படுத்திய பிறகு பிறவழிகளில் துர்நாற்றம் ஏற்படுகிறது.,AI
TAM_HUAI_TR_096,மிகுந்த பருமனாக்கம்: எண்ணெய் முடியில் அதிக பருமனாக்கத்தை ஏற்படுத்துகிறது.,AI
TAM_HUAI_TR_097,விரைவாக ஊறாதது: எண்ணெய் தலை தோலில் விரைவாக ஊறாது.,AI
TAM_HUAI_TR_098,தினசரி பயன்படுத்த இயலாது: எண்ணெயை தினசரி பயன்படுத்துவதற்கு சிலர் ஆர்வம் காட்ட மாட்டார்கள்.,AI
TAM_HUAI_TR_099,மிகுந்த கசப்பு சுவை: எண்ணெயின் சுவை மிகவும் கசப்பாக இருக்கிறது.,AI
TAM_HUAI_TR_100,பிரச்சனைகளை தீர்க்கவில்லை: எண்ணெய் பயன்படுத்திய பிறகு எந்தவித மாற்றமும் அல்லது பிரச்சனைகளுக்கும் தீர்வு இல்லை.,AI
TAM_HUAI_TR_101,"இந்த மொபைல் போனின் திரை மிகத் துல்லியமான நிறங்களை வெளிப்படுத்துகிறது, எனக்கு படம் பார்ப்பது மிகவும் சுவாரஸ்யமாக இருக்கிறது.",AI
TAM_HUAI_TR_102,"திரையின் தெளிவு மிக நன்றாக உள்ளது, இதைப் பயன்படுத்தி நான் குறைந்த ஒளியிலும் சரியாக படிக்க முடிகிறது.",AI
TAM_HUAI_TR_103,"இந்த போனின் பேட்டரி வாழ்க்கை நன்றாக நீடிக்கிறது, ஒரு முறை சார்ஜ் செய்தால் முழு நாளும் பயன்படுகிறது.",AI
TAM_HUAI_TR_104,"பேட்டரி மிகவும் விரைவாக சார்ஜ் ஆகிறது, இதனால் நேரத்தை சிக்கனம் செய்ய முடிகிறது.",AI
TAM_HUAI_TR_105,"மொபைல் போனின் திரை சிறந்த பிரிதிறன் கொண்டது, இதனால் வீடியோ பார்க்கும் அனுபவம் மிகச் சிறப்பாக இருக்கிறது.",AI
TAM_HUAI_TR_106,"நீண்ட நேரம் பேட்டரி வாழ்க்கை இருப்பதால், நான் தொடர்ச்சியாக விளையாட்டுகள் விளையாட முடிகிறது.",AI
TAM_HUAI_TR_107,"எனக்கு இந்த திரையின் பெரிய அளவு மிகவும் பிடித்துள்ளது, இது மிகவும் வசதியாக உள்ளது.",AI
TAM_HUAI_TR_108,"பேட்டரி சார்ஜ் நீண்ட நேரம் நீடிப்பதால், பயணங்களில் போனைக் கொண்டு செல்ல மிக வசதியாக உள்ளது.",AI
TAM_HUAI_TR_109,"திரையின் பிரகாசம் மற்றும் குறைவு இரண்டும் சரியாக உள்ளன, கண்களை பாதிக்காமல் பயன்படுத்த முடிகிறது.",AI
TAM_HUAI_TR_110,"பேட்டரி திறன் மிக உயர் தரமானது, இதனால் அதிக நேரம் பயன்படுத்தினாலும் சூடாகி விடாமல் இருக்கிறது.",AI
TAM_HUAI_TR_111,"இந்த மொபைல் போனின் திரை கண்ணுக்கு மிகவும் பிரகாசமாக உள்ளது, இதனால் நீண்ட நேரம் பார்க்கும்போது களைப்பு ஏற்படுகிறது.",AI
TAM_HUAI_TR_112,"திரையின் நிறங்கள் மிகவும் இயல்பானதாக இல்லை, சில நேரங்களில் படங்களை உண்மையானதா என்று சந்தேகமாக இருக்கிறது.",AI
TAM_HUAI_TR_113,"பேட்டரி வேகமாக காலியாகிவிடுகிறது, தினமும் இருமுறை சார்ஜ் செய்ய வேண்டியுள்ளது.",AI
TAM_HUAI_TR_114,"பேட்டரி சார்ஜ் ஆக எடுக்கக்கூடிய நேரம் மிகவும் அதிகமாக உள்ளது, இது சிரமத்தை ஏற்படுத்துகிறது.",AI
TAM_HUAI_TR_115,"மொபைல் போனின் திரை வெளிச்சத்தில் தெளிவாக இல்லை, வெயிலில் படிக்க மிகவும் கஷ்டமாக உள்ளது.",AI
TAM_HUAI_TR_116,"பேட்டரி வாழ்க்கை குறைவாக உள்ளது, சில மணி நேரம் தான் நீடிக்கிறது.",AI
TAM_HUAI_TR_117,"திரையின் சுருக்கமான வடிவம் காரணமாக, சில செயலிகளை சரியாகப் பயன்படுத்த முடியவில்லை.",AI
TAM_HUAI_TR_118,"பேட்டரி சார்ஜ் போது சூடாகி விடுகிறது, இது கவலை அளிக்கிறது.",AI
TAM_HUAI_TR_119,"திரையின் ஒளி தானாகவே மாறும், இதனால் எப்போதும் கைமுறையாக சரிசெய்ய வேண்டியதுதான்.",AI
TAM_HUAI_TR_120,"பேட்டரி சார்ஜ் தாறுமாறாக குறைகிறது, பயன்பாட்டு நேரம் அதிகரிக்க முடியவில்லை.",AI
TAM_HUAI_TR_121,"லாப்டாப்பின் திரை கண்ணுக்கு மிகவும் பிரகாசமாக உள்ளது, இதனால் நீண்ட நேரம் பார்க்கும்போது களைப்பு ஏற்படுகிறது.",AI
TAM_HUAI_TR_122,"திரையின் நிறங்கள் இயல்பாக இல்லை, வேலை செய்வதற்கு அல்லது படங்களைத் திருத்துவதற்கு அவ்வளவு உதவியாக இல்லை.",AI
TAM_HUAI_TR_123,"பேட்டரி வாழ்க்கை குறைவாக உள்ளது, சில மணி நேரமே நீடிக்கிறது.",AI
TAM_HUAI_TR_124,"பேட்டரி வேகமாக சார்ஜ் ஆகாது, வேலைநேரத்தில் சார்ஜ் செய்வது சிரமமாக இருக்கிறது.",AI
TAM_HUAI_TR_125,"லாப்டாப்பின் திரை வெளிச்சத்தில் தெளிவாக இல்லை, வெளியில் பயன்படுத்துவது மிகவும் கஷ்டமாக உள்ளது.",AI
TAM_HUAI_TR_126,"பேட்டரி சார்ஜ் போது சூடாகி விடுகிறது, இது பாதுகாப்பு சிக்கல்களை ஏற்படுத்துகிறது.",AI
TAM_HUAI_TR_127,"திரையின் தீர்மானம்  குறைவாக உள்ளது, துல்லியமான படங்களை பார்க்க முடியவில்லை.",AI
TAM_HUAI_TR_128,"பேட்டரி சார்ஜ் தாறுமாறாக குறைகிறது, வேலை செய்யும் போது மொத்தம் நிறுத்தப்படலாம்.",AI
TAM_HUAI_TR_129,"திரையின் பார்வை கோணம்  சரியாக இல்லை, சில கோணங்களில் பார்க்கும்போது நிறங்கள் மாறிப்போகின்றன.",AI
TAM_HUAI_TR_130,"பேட்டரி வாழ்க்கை குறைவாக இருப்பதால், தொடர்ச்சியாக உபயோகிக்க முடியவில்லை, சார்ஜ் தேவைப்படுகிறது.",AI
TAM_HUAI_TR_131,லாப்டாப்பின் திரை மிகத் துல்லியமானது மற்றும் நன்றாகக் காணப்படுகிறது.,AI
TAM_HUAI_TR_132,"திரையின் நிறங்கள் மிக இயல்பாகவும், அழகாகவும் உள்ளன, படம் பார்க்கும் போது மிகவும் அற்புதமாக உள்ளது.",AI
TAM_HUAI_TR_133," திரையின் தீர்மானம்  உயரமானது, இதனால் படங்கள் மற்றும் வீடியோக்கள் மிகத் துல்லியமாகத் தெரிகின்றன.",AI
TAM_HUAI_TR_134,"திரையின் பார்வை கோணம்  மிகச் சிறப்பாக உள்ளது, எந்தக் கோணத்தில் பார்த்தாலும் நிறங்கள் மாறுவதில்லை.",AI
TAM_HUAI_TR_135," திரையின் பிரகாசம்  மிக நன்றாக உள்ளது, வெளிச்சத்தில் கூட சரியாகப் படிக்க முடிகிறது.",AI
TAM_HUAI_TR_136," பேட்டரி நீண்ட நேரம் நீடிக்கிறது, முழு நாளும் சார்ஜ் செய்யாமல் பயன்படுத்த முடிகிறது.",AI
TAM_HUAI_TR_137,"பேட்டரி விரைவாக சார்ஜ் ஆகிறது, இதனால் பணிகளை விரைவாக தொடர முடிகிறது.",AI
TAM_HUAI_TR_138," பேட்டரி மிக நீண்ட நேரம் பயன்படுத்தினாலும் சூடேறாமல் இருக்கிறது, இது மிகவும் வசதியாக உள்ளது.",AI
TAM_HUAI_TR_139,"பேட்டரி வாழ்க்கை நீண்டது, பயணங்களில் சார்ஜ் பற்றிய கவலை இல்லாமல் கொண்டு செல்ல முடிகிறது.",AI
TAM_HUAI_TR_140," நீண்ட பேட்டரி வாழ்க்கையுடன், லாப்டாப்பை தொடர்ச்சியாக வேலை செய்வதற்கு பயன்படுத்த முடிகிறது.",AI
TAM_HUAI_TR_141,இந்த கைப்பையின் வடிவமைப்பு மிகவும் நவீனமாகவும் அழகாகவும் இருக்கிறது.,AI
TAM_HUAI_TR_142," இந்த கைப்பையில் பெரிய அளவிலான இடம் உள்ளது, எனக்கு தேவையான அனைத்தையும் எளிதாக வைத்துக்கொள்ள முடிகிறது.",AI
TAM_HUAI_TR_143,"இந்த கைப்பை மிகவும் திண்மையானது, இதனால் நீண்ட காலத்திற்கு பயன்படுத்தக்கூடியது.",AI
TAM_HUAI_TR_144,"கைப்பையின் பொருள் மிக உயர்தரமானது, இது நீண்ட நாள் வரை சீராக இருக்கும்.",AI
TAM_HUAI_TR_145,"பல வண்ணங்களில் கிடைக்கிறது, எனது அனைத்து ஆடைகளோடும் பொருந்துகிறது.",AI
TAM_HUAI_TR_146," இந்த கைப்பை மிகவும் எளிதாக தூக்கிக்கொண்டு செல்லலாம், இது மிகவும் வசதியாக உள்ளது.",AI
TAM_HUAI_TR_147,"கைப்பையில் பல பாக்கெட்கள் உள்ளன, இதனால் சிறு பொருட்களை தனித்தனியாக வைத்துக்கொள்ள முடிகிறது.",AI
TAM_HUAI_TR_148,"இந்த பிராண்ட் மிகவும் நம்பகமானது, எனக்கு அதன் தரம் மீது முழுமையான நம்பிக்கை உள்ளது.",AI
TAM_HUAI_TR_149,இந்த கைப்பை எனக்கு ஒரு நவீன மற்றும் அழகான தோற்றத்தை வழங்குகிறது.,AI
TAM_HUAI_TR_150,"இந்த கைப்பை சமையல் சாப்பிடும் போது மிக வசதியாகவும், நடைமுறையிலும் இருக்கிறது.",AI
TAM_HUAI_TR_151,"இந்த கைப்பையின் மெட்ரியல் தரம் மிகவும் குறைவாக உள்ளது, விரைவில் பழுதடைகிறது.",AI
TAM_HUAI_TR_152,"கைப்பையின் இட அளவு மிகவும் குறைவாக உள்ளது, எனக்கு தேவையான அனைத்தையும் வைத்துக்கொள்ள முடியவில்லை.",AI
TAM_HUAI_TR_153,"கைப்பை அழகாகவே இருந்தாலும், மிகவும் செயல்படாததாய் இருக்கிறது.",AI
TAM_HUAI_TR_154," கைப்பையில் இடைப்பட்டைகள்  இல்லாததால், சிறு பொருட்களை தனித்தனியாக வைத்துக்கொள்ள முடியவில்லை.",AI
TAM_HUAI_TR_155,"கைப்பை மிகவும் இலகுவாக இருந்தாலும், தீவிரமாக பயன்படுத்த முடியாது.",AI
TAM_HUAI_TR_156,கைப்பையின் நிறங்கள் விரைவில் கலைந்து விடுகின்றன.,AI
TAM_HUAI_TR_157,"கைப்பை மிகவும் சிரமமாக தூக்கி செல்வது, காரணம் அதன் கைப்பிடிகள் மிருதுவாக இல்லை.",AI
TAM_HUAI_TR_158,"இந்த பிராண்ட் மிக குறைவான தரத்தை கொண்டுள்ளது, நம்பகமில்லாமல் இருக்கிறது.",AI
TAM_HUAI_TR_159, கைப்பையின் அடைப்புகள் அடிக்கடி பழுதடைகின்றன.,AI
TAM_HUAI_TR_160,"இந்த கைப்பை நீண்ட காலத்திற்கு பயன்படுத்த முடியாது, விரைவில் பழுது பார்க்க வேண்டும்.",AI
TAM_HUAI_TR_161,"ஹெட்ஸெட்டின் ஒலித் தரம் மிகவும் குறைவாக உள்ளது, அதிர்வொலி மிகவும் தெளிவாக இல்லை.",AI
TAM_HUAI_TR_162,"ஹெட்ஸெட்டின் பேட்டரி வாழ்க்கை குறைவாக உள்ளது, விரைவில் சார்ஜ் தேவைப்படுகிறது.",AI
TAM_HUAI_TR_163," பயன்படுத்தும் போது, பின்புறம் இருந்து அதிக இரைச்சல் (background noise) வருகிறது.",AI
TAM_HUAI_TR_164,"காதுகளில் நன்றாக உட்கார்வதில்லை, நீண்ட நேரம் பயன்படுத்தும்போது உபயோகத்தில் சிரமம் உண்டாகிறது.",AI
TAM_HUAI_TR_165,"ஹெட்ஸெட் இணைப்பு (connection) அடிக்கடி துண்டிக்கிறது, இது மிகுந்த தொந்தரவாக இருக்கிறது.",AI
TAM_HUAI_TR_166," ஹெட்ஸெட்டின் மைக்ரோபோன் தரம் மிகவும் குறைவாக உள்ளது, குரல் தெளிவாக கேட்கவில்லை.",AI
TAM_HUAI_TR_167,"ஹெட்ஸெட் மிகவும் ஆழமாக உள்ளது, எடைக்கூடியது என்பதால் வெகு நேரம் அணிந்து வைக்க முடியவில்லை.",AI
TAM_HUAI_TR_168,"ஹெட்ஸெட் சார்ஜ் ஆக எடுக்கக்கூடிய நேரம் அதிகமாக உள்ளது, வேகமாக சார்ஜ் ஆகவில்லை.",AI
TAM_HUAI_TR_169,"ஹெட்ஸெட்டில் ஒலி வெளியேறுவதால், அருகிலுள்ளவர்கள் கேட்கமுடிகிறது.",AI
TAM_HUAI_TR_170,"ஹெட்ஸெட்டின் மெட்ரியல் தரம் மிகவும் குறைவாக உள்ளது, சில நாட்களில்மேல் விரைவில் பழுதடைகிறது.",AI
TAM_HUAI_TR_171,"படுக்கைத் திரையின் பொருள் மிக மெல்லியது, சில முறை விற்ற பிறகு விரைவில் கிழிந்து விடுகிறது.",AI
TAM_HUAI_TR_172,"படுக்கைத் திரையின் நிறம், சில முறை சுத்தம் செய்த பிறகு, விரைவில் கலைந்து விடுகிறது.",AI
TAM_HUAI_TR_173,படுக்கைத் திரையின் பொருள் மிக அதிகம் விரைவில் சுருங்குகிறது.,AI
TAM_HUAI_TR_174," படுக்கைத் திரை மெல்லியதான மேட்டர் காரணமாக, தூங்கும் போது சரியான சுகமளிக்காது.",AI
TAM_HUAI_TR_175,"படுக்கைத் திரையின் அளவு, பெரிய படுக்கைக்குச் சரியாக பொருந்தாது.",AI
TAM_HUAI_TR_176,படுக்கைத் திரையின் நிறப்பொருள்  கையிலிருந்து மற்றும் உடலில் இருந்து ஒழியும்போது அச்சுறுத்துகிறது.,AI
TAM_HUAI_TR_177,"படுக்கைத் திரையை துவைத்த பிறகு, அதன் வடிவம் மற்றும் அமைப்பு மாறிவிடுகிறது.",AI
TAM_HUAI_TR_178,"இந்த பிராண்ட் விலை அதிகமாக இருந்தாலும், தரம் குறைவாகவே உள்ளது.",AI
TAM_HUAI_TR_179," சில முறை பயன்படுத்திய பிறகு, படுக்கைத் திரையின் கயிறுகள்  வெளியில் தெரிய ஆரம்பிக்கின்றன.",AI
TAM_HUAI_TR_180,"படுக்கைத் திரையின் மேல் மிக விரைவில் மஞ்சள் பழுப்பு புள்ளிகள்  தோன்றுகின்றன, எளிதில் சுத்தம் செய்ய முடியாது.",AI
TAM_HUAI_TR_181,தொடர்புடைய கிருமி நீக்கிகள்: குழந்தைகளுக்காக வடிவமைக்கப்பட்ட கிருமி நீக்கிகள் சில நேரங்களில் மூக்கு எரிச்சலையைக் கொண்டிருக்கின்றன.,AI
TAM_HUAI_TR_182,"சில குழந்தை துடைப்பிகள் ரசியல் அல்லாத வகையில் இருக்கின்றன, குழந்தைகளின் தோலை எரிச்சலடையச் செய்கின்றன.",AI
TAM_HUAI_TR_183,"சில குழந்தை பராமரிப்பு க்ரீம்கள் மிகுந்த ரசாயனங்களை கொண்டுள்ளன, இது குளிர் பாதிப்பை ஏற்படுத்தும்.",AI
TAM_HUAI_TR_184,"குழந்தை பவுடர் தோல் உலர்த்துவதற்கும், நெஞ்சில் பிரச்சனைகளை உண்டாக்குவதற்கும் வாய்ப்பு உள்ளது.",AI
TAM_HUAI_TR_185,"குழந்தை குளியல் சாமான்கள் சிலவற்றில் அதிகமான சோப்பு கலக்கப்பட்டுள்ளது, இதனால் குழந்தையின் தோல் உலர்கிறது.",AI
TAM_HUAI_TR_186,சில குழந்தை எண்ணெய்களில் உள்ள வாசனை பொருட்கள் குழந்தையின் தோலில் எரிச்சலை ஏற்படுத்துகின்றன.,AI
